,price,BEDS,ACRES,BATHS,1/2 BATHS,SQFT,$/SQFT,Neighborhood:,Type:,Built:,County:,Area:,Elementary School,Middle School,High School,School District,Architectural Style,Attached Garage YN,Carport Spaces,Carport YN,Construction Status,Covered Spaces,Exterior Features,Frontage Length,Garage YN,Horse Property YN,Lot Features,Lot Size Dimensions,Mobile Length,Mobile Width,Open Parking Spaces,Open Parking YN,Other Equipment,Parking Features,Parking Total,Patio And Porch Features,Pool Private YN,Roof,Spa YN,Topography,Vegetation,View,View YN,Waterfront YN,Above Grade Finished Area,Appliances,Basement,Basement Finished Percentage,Bathrooms One Quarter,Bathrooms Partial,Building Area Total,Cooling,Cooling YN,Fireplace YN,Fireplaces Total,Flooring,Heating,Heating YN,Interior Features,Laundry Features,Main Level Bedrooms,Master Bedroom Level,Rooms Total,Association Fee,Association YN,Capitalization Rate,Current Use,Exclusions,Inclusions,Irrigation Water Rights Acres,Lease Amount,Lease Considered YN,Listing Terms,New Construction YN,Number Of Pads,Number Of Units Leased,Power Production Solar Year Install,Property Attached YN,Property Condition,Property Sub Type,Senior Community YN,Sewer,Tax Annual Amount,Utilities,Water Source,Zoning,Construction Materials,Window Features,Cross Street,Other Parking,Association Amenities,Association Fee Frequency,Association Fee Includes,Zoning Description,Pool Features,Community Features,Fireplace Features,Door Features,Accessibility Features,RVParking Dimensions,Green Energy Generation,Power Production Type,Solar Ownership,Green Building Verification Type,Solar Finance Company
0,839900,6,0.46,3,1,4004,210,Ridge View Estates,Single-Family Home,2021,Utah,Payson; Elk Rg; Salem; Wdhil,Foothills,Salem Jr,Salem Hills,Nebo,Rambler/Ranch,Yes,0,No,To Be Built,3,"Deck; Covered
Double Pane Windows
Porch: Open
Sliding Glass Doors",100.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
Terrain: Grad Slope
View: Lake
View: Mountain
View: Valley",100.0X200.0X100.0,0,0,0,No,,,3,Porch: Open,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
Terrain: Grad Slope
View: Lake
View: Mountain
View: Valley",Landscaping: Part,"Lake
Mountain(S)
Valley",Yes,No,2002,"Ceiling Fan
Microwave
Range Hood
Refrigerator
Water Softener Owned",Walk-Out Access,100,0,1,4004,"Central Air
Seer 16 Or Higher",Yes,Yes,1,"Carpet
Hardwood
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Oven: Double
Range: Gas
Range/Oven: Built-In
Vaulted Ceilings
Granite Countertops",,3,Floor: 1st,16,0,No,0,Single Family,,"Ceiling Fan
Microwave
Range
Range Hood
Refrigerator
Water Softener: Own",0,0,No,"Cash
Conventional
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,3000,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected","Irrigation
Irrigation: Pressure",Single-Family,"Brick
Cement Siding",,1520,,,,,,,,,,Accessible Hallway(S),,,,,Home Energy Score,
0,555478,2,0.01,2,1,1763,315,250 I STREET,Villa/Townhouse,2021,Utah,Orem; Provo; Sundance,Timpanogos,Dixon,Provo,Provo,Townhouse; Row-Mid,Yes,0,No,Und. Const.,2,"Balcony
Deck; Covered
Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered
Secured Parking",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
View: Lake
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",0.0X0.0X0.0,0,0,0,No,"Gazebo
Window Coverings",Secured,2,Covered,No,Flat,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Terrain
Flat
View: Lake
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",Landscaping: Full,"Lake
Mountain(S)
Valley",Yes,No,1763,"Ceiling Fan
Microwave
Range Hood
Refrigerator",None,0,0,1,1763,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
>= 95% Efficiency",True,"Bar: Dry
Bath: Master
Closet: Walk-In
Den/Office
Disposal
French Doors
Great Room
Kitchen: Updated
Range: Countertop
Range: Gas
Range/Oven: Built-In",Electric Dryer Hookup,0,Floor: 3rd,11,205,Yes,0,Residential,,"Ceiling Fan
Gazebo
Microwave
Range
Range Hood
Refrigerator
Window Coverings",0,0,No,,Yes,0,0,0,No,,Townhouse,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Multi-Family,"Brick
Cement Siding
Other",Shades,100,,"Insurance
Maintenance
Pet Rules
Pets Permitted
Snow Removal
Trash",Monthly,"Insurance
Maintenance Grounds
Trash",Res,,,,French Doors,,,,,,,
0,749950,3,0.32,2,1,4488,167,Bronsons Corner,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Eaglecrest,Lehi,Skyridge,Alpine,Rambler/Ranch,No,0,No,Und. Const.,3,"Bay Box Windows
Entry (Foyer)
Lighting
Patio: Covered
Porch: Open",0.0,Yes,No,"Curb & Gutter
Road: Paved
Sprinkler: Auto-Part",0.0X0.0X0.0,0,0,3,No,Fireplace Insert,,6,"Covered
Porch: Open",No,Asphalt,No,"Curb & Gutter
Road: Paved
Sprinkler: Auto-Part",Landscaping: Part,,No,No,2254,Ceiling Fan,Full,0,0,1,4488,Central Air,Yes,Yes,1,"See Remarks
Carpet",Gas: Central,True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Disposal
Floor Drains
Great Room
Oven: Double
Range: Gas
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,12,0,No,0,Single Family,,"Ceiling Fan
Fireplace Insert",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1111,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Stucco
Cement Siding",,,,,,,Res,,,Insert,,Single Level Living,,,,,,
0,100000,0,0.3,0,0,,,Willies Landing,Vacant Land / Lots,,Utah,Santaquin; Genola,Orchard Hills,Payson Jr,Payson,Nebo,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Commercial,,,0,0,No,,No,0,0,0,No,Blt./Standing,Commercial,No,,182,,,Commercial,,,,,,,,Com,,,,,,,,,,,
0,499000,0,1,0,0,,,Am Fork; Hlnd; Lehi; Saratog.,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Legacy,Mt Ridge,Lone Peak,Alpine,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Residential
Agricultural",,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,1850,See Remarks,,Single-Family,,,10400,,,,,R-1,,,,,,,,,,,
0,590000,8,1.26,6,1,5784,102,Willies Landing,Single-Family Home,1997,Utah,Santaquin; Genola,Orchard Hills,Payson Jr,Payson,Nebo,Tri/Multi-Level,No,0,No,Blt./Standing,0,"Basement Entrance
Bay Box Windows
Double Pane Windows
Entry (Foyer)
Out Buildings
Lighting
Porch: Open
Walkout",0.0,Yes,No,"Additional Land Available
Fenced: Part
View: Mountain",0.0X0.0X0.0,0,0,6,Yes,Storage Sheds,Parking: Uncovered,6,Porch: Open,No,"Asphalt
Wood",No,"Additional Land Available
Fenced: Part
View: Mountain",Landscaping: Part,Mountain(S),Yes,No,3648,Microwave,"Daylight
Entrance
Full",100,0,5,5784,Evaporative Cooling,Yes,Yes,3,"Carpet
Tile
Vinyl","Forced Air
Gas: Central",True,"Basement Apartment
Bath: Master
Closet: Walk-In
Den/Office
Gas Log
Jetted Tub
Kitchen: Second
Kitchen: Updated
Mother-In-Law Apt.
Range/Oven: Free Stdng.","Electric Dryer Hookup
Gas Dryer Hookup",0,Floor: 2nd,32,0,No,0,Single Family,"Dryer
Fireplace Insert
Refrigerator
Washer
Window Coverings","Microwave
Range
Storage Sheds",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Septic Tank,3140,"Natural Gas Connected
Electricity Connected
Sewer: Septic Tank","Rights: Owned
Rights: Rented
Well","Single-Family
Commercial",,None,,,,,,,,,,,Accessible Hallway(S),,,,,,
0,210000,0,0.59,0,0,,,Mountain Oak Estates,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Salem,Spanish Fork Jr,Spanish Fork,Nebo,,No,0,No,,0,,111.0,No,No,"Cul-De-Sac
Curb & Gutter
Terrain: Grad Slope
Terrain: Mountain
View: Lake
View: Mountain
View: Valley
Wooded
Terrain: Flat",111.0X225.0X110.0,0,0,0,No,,,0,,No,,No,"Terrain: Flat
Terrain: Grad Slope
Terrain: Mountain",,"Valley
Trees/Woods",Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,2371,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,,,R1,,,,,,,,,,,
0,649900,3,0.25,4,0,3280,198,Brooktree,Single-Family Home,1988,Utah,Orem; Provo; Sundance,Rock Canyon,Centennial,Timpview,Provo,Stories: 2,Yes,0,No,Blt./Standing,2,"See Remarks
Atrium
Balcony
Double Pane Windows
Entry (Foyer)
Out Buildings
Porch: Open
Sliding Glass Doors
Storm Doors
Patio: Open",0.0,Yes,No,"See Remarks
Curb & Gutter
Fenced: Part
Road: Paved
Sprinkler: Auto-Full
Terrain Flat",0.0X0.0X0.0,0,0,6,Yes,"Fireplace Equipment
Storage Sheds","Parking: Uncovered
Rv Parking",8,"Porch: Open
Patio: Open",No,"See Remarks
Pitched
Tile",No,"See Remarks
Curb & Gutter
Fenced: Part
Road: Paved
Sprinkler: Auto-Full
Terrain
Flat","See Remarks
Landscaping: Full
Mature Trees
Vegetable Garden",,No,No,3280,"Ceiling Fan
Microwave
Water Softener Owned","None
See Remarks",0,0,1,3280,"See Remarks
Central Air",Yes,Yes,1,"Carpet
Linoleum
Tile","See Remarks
Forced Air
Gas: Central
Wood
>= 95% Efficiency",True,"See Remarks
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Floor Drains
French Doors
Great Room
Oven: Gas
Range/Oven: Built-In
Vaulted Ceilings
Granite Countertops",Electric Dryer Hookup,1,Floor: 1st,15,0,No,0,Single Family,"See Remarks
Dryer
Refrigerator
Washer","See Remarks
Ceiling Fan
Fireplace Equipment
Microwave
Range
Storage Sheds
Water Softener: Own",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Available
Sewer: Public",2646,"Natural Gas Connected
Electricity Connected
Sewer Available
Sewer: Public
Water Connected",Culinary,Single-Family,"Stone
Stucco",Blinds,100,,,,,Res,,,Fireplace Equipment,French Doors,,,,,,,
0,195000,0,0.23,0,0,,,Catalina Bay,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,,No,0,No,,0,,95.0,No,No,"Curb & Gutter
Fenced: Part
Sidewalks
View: Lake
View: Mountain
Terrain: Flat",95.0X105.0X95.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,85,Yes,0,Residential,,,0,0,No,"Cash
Conventional
Exchange
Usda Rural Development",No,0,0,0,No,Blt./Standing,Residential,No,,1700,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,Monthly,,R1,,,,,,,,,,,
0,465426,2,0.01,2,1,1521,306,250 I STREET,Villa/Townhouse,2021,Utah,Orem; Provo; Sundance,Timpanogos,Dixon,Provo,Provo,Townhouse; Row-Mid,Yes,0,No,Und. Const.,2,"Balcony
Deck; Covered
Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",0.0X0.0X0.0,0,0,0,No,Window Coverings,,2,Covered,No,Flat,No,"Curb & Gutter
Fenced: Part
Road: Paved
Sidewalks
Terrain
Flat
View: Mountain
View: Valley
Drip Irrigation: Auto-Full",Landscaping: Full,"Mountain(S)
Valley",Yes,No,1521,"Ceiling Fan
Microwave
Range Hood
Refrigerator",Slab,0,0,1,1521,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bar: Dry
Bath: Master
Closet: Walk-In
Den/Office
Disposal
Great Room
Range: Countertop
Range: Gas
Range/Oven: Built-In",Electric Dryer Hookup,0,Floor: 3rd,11,205,Yes,0,Residential,,"Ceiling Fan
Microwave
Range
Range Hood
Refrigerator
Window Coverings",0,0,No,,Yes,0,0,0,No,,Townhouse,No,"Sewer: Connected
Sewer: Public",1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,"Single-Family
Multi-Fami","Brick
Cement Siding
Other",Shades,100,,"Insurance
Maintenance
Pet Rules
Pets Permitted
Sewer Paid
Snow Removal
Trash",Monthly,"Insurance
Maintenance Grounds
Sewer
Trash",Res,,,,,Accessible Doors,,,,,,
0,459900,3,0.2,2,1,3114,148,Legac Farms,Single-Family Home,2021,Utah,Sp Fork; Mapleton; Benjamin,Sierra Bonita,Diamond Fork,Maple Mountain,Nebo,Stories: 2,Yes,0,No,To Be Built,3,,0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
View: Mountain
Drip Irrigation: Auto-Part",0.0X0.0X0.0,0,0,0,No,,,3,,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
View: Mountain
Drip Irrigation: Auto-Part",Landscaping: Part,Mountain(S),Yes,No,2060,Microwave,Full,0,0,1,3114,Central Air,Yes,No,0,"Carpet
Vinyl","Forced Air
Gas: Central
>= 95% Efficiency",True,"Alarm: Fire
Bath: Master
Closet: Walk-In
Dishwasher Built-In
Disposal
Range/Oven: Built-In
Granite Countertops",Electric Dryer Hookup,0,Floor: 2nd,12,0,No,0,Single Family,,Microwave,0,0,No,"Cash
Conventional
Fha
Va Loan
Usda Rural Development",Yes,0,0,0,No,,Single Family Residence,No,"Sewer: Connected
Sewer: Public",0,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Asphalt
Stone
Stucco",,,,,,,,,,,,,,,,,,
0,449900,3,0.2,2,1,2817,160,Legacy Farms,Single-Family Home,2021,Utah,Sp Fork; Mapleton; Benjamin,Spring Lake,Payson Jr,Payson,Nebo,Stories: 2,Yes,0,No,To Be Built,3,,0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
View: Mountain
Drip Irrigation: Auto-Part",0.0X0.0X0.0,0,0,0,No,,,3,,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
View: Mountain
Drip Irrigation: Auto-Part",Landscaping: Part,Mountain(S),Yes,No,2039,,Full,0,0,1,2817,Central Air,Yes,No,0,"Carpet
Vinyl","Forced Air
Gas: Central
>= 95% Efficiency",True,"Alarm: Security
Closet: Walk-In
Dishwasher Built-In
Disposal
Range/Oven: Built-In
Granite Countertops",Electric Dryer Hookup,0,Floor: 2nd,11,0,No,0,Single Family,,,0,0,No,"Cash
Conventional
Fha
Va Loan
Usda Rural Development",Yes,0,0,0,No,,Single Family Residence,No,"Sewer: Connected
Sewer: Public",0,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Asphalt
Stone
Stucco",,,,,,,,,,,,,,,,,,
0,1250000,7,0.32,3,2,5846,214,River Breeze,Single-Family Home,1991,Utah,Pl Grove; Lindon; Orem,Hillcrest,Lakeridge,Orem,Alpine,Stories: 2,Yes,0,No,Blt./Standing,3,"Basement Entrance
Bay Box Windows
Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered
Porch: Open
Secured Building
Stained Glass Windows
Walkout",0.0,Yes,No,"Cul-De-Sac
Curb & Gutter
Fenced: Part
Road: Paved
Secluded
Sprinkler: Auto-Full
Terrain Flat
View: Mountain
View: Valley
Private",0.0X0.0X0.0,0,0,8,No,"Alarm System
Gazebo
Hot Tub
Projector",,11,"Covered
Porch: Open",No,Asphalt,Yes,"Cul-De-Sac
Curb & Gutter
Fenced: Part
Road: Paved
Secluded Yard
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain
View: Valley
Private","Landscaping: Full
Mature Trees","Mountain(S)
Valley",Yes,No,4021,"Ceiling Fan
Dryer
Gas Grill/Bbq
Microwave
Refrigerator
Washer
Water Softener Owned","Full
Walk-Out Access",100,0,2,5846,Central Air,Yes,Yes,3,"Carpet
Tile
Travertine","Forced Air
Gas: Central",True,"Alarm: Fire
Alarm: Security
Basement Apartment
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Gas Log
Great Room
Intercom
Jetted Tub
Range: Gas
Range/Oven: Free Stdng.
Vaulted Ceilings
Granite Countertops
Theater Room",Electric Dryer Hookup,0,Floor: 2nd,24,0,No,0,Single Family,,"Alarm System
Ceiling Fan
Dryer
Gas Grill/Bbq
Gazebo
Hot Tub
Microwave
Range
Refrigerator
Washer
Water Softener: Own
Projector",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,3339,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Brick
Stucco","Blinds
Plantation Shutters",1030,,,,,Sfr,,,,,,,,,,,
0,1290000,0,1.85,0,0,,,Pl Grove; Lindon; Orem,Vacant Land / Lots,,Utah,Pl Grove; Lindon; Orem,Greenwood,American Fork,American Fork,Alpine,,No,0,No,,0,,0.0,No,No,"View: Mountain
Terrain: Flat",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Commercial,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Commercial,No,"Sewer: Available
Sewer: Public",39,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public",,Commercial,,,364,,,,,Cs2,,,,,,,,,,,
0,575000,7,0.14,3,0,4772,120,Lakeside,Single-Family Home,2007,Utah,Am Fork; Hlnd; Lehi; Saratog.,Saratoga Shores,Willowcreek,Westlake,Alpine,Rambler/Ranch,Yes,0,No,Blt./Standing,2,"Double Pane Windows
Lighting
Porch: Open
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Fenced: Full
Sidewalks
Sprinkler: Auto-Full",0.0X0.0X0.0,0,0,0,No,"Fireplace Insert
Humidifier",,2,Porch: Open,Yes,Asphalt,No,"Curb & Gutter
Fenced: Full
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat",Landscaping: Full,,No,No,2261,"Ceiling Fan
Dryer
Microwave
Washer",Full,85,0,0,4772,Central Air,Yes,Yes,1,"Carpet
Tile
Travertine","Forced Air
Gas: Central",True,,Electric Dryer Hookup,3,Floor: 1st,19,185,Yes,0,Single Family,,"See Remarks
Ceiling Fan
Dryer
Fireplace Insert
Humidifier
Microwave
Range
Washer",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",2357,"Gas: Not Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Stone
Stucco
Cement Siding",,2300,,"Other
Barbecue
Biking Trails
Clubhouse
Gated
Golf Course
Fitness Center
Hiking Trails
Insurance
Maintenance
Picnic Area
Pool
Snow Removal
Spa/Hot Tub",Monthly,"Insurance
Maintenance Grounds",Pud,,Clubhouse,Insert,,,,,,,,
0,349900,0,0.42,0,0,,,Brookside Meadows,Vacant Land / Lots,,Utah,Alpine,Westfield,Timberline,Lone Peak,Alpine,,No,0,No,,0,,0.0,No,No,See Remarks,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,75,Yes,0,Residential,,,0,0,No,"See Remarks
Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Public,1700,"See Remarks
Sewer: Public
Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,Annually,,,,,,,,,,,,,
0,475000,4,0.36,4,1,3798,125,North Meadow,Single-Family Home,1991,Utah,Pl Grove; Lindon; Orem,Cedar Ridge,Mt Ridge,Lone Peak,Alpine,Stories: 2,Yes,0,No,Blt./Standing,2,"Basement Entrance
Bay Box Windows",0.0,Yes,No,,0.0X0.0X0.0,0,0,0,No,,,2,,No,Asphalt,No,,Landscaping: Full,,No,No,2585,Water Softener Owned,Full,75,0,1,3798,Central Air,Yes,Yes,2,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Vaulted Ceilings",,0,Floor: 2nd,18,0,No,0,Single Family,,Water Softener: Own,0,0,No,Cash,No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,2036,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",,Single-Family,"Brick
Stone",,4200,,,,,,,,,,,,,,,,
0,319900,5,0.16,1,0,1660,193,Sp Fork; Mapleton; Benjamin,Single-Family Home,1900,Utah,Sp Fork; Mapleton; Benjamin,Rees,Diamond Fork,Spanish Fork,Nebo,Stories: 2,No,0,No,Blt./Standing,1,"Entry (Foyer)
Sliding Glass Doors",0.0,Yes,No,"Corner Lot
Curb & Gutter
Fenced: Full
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Mountain",0.0X0.0X0.0,0,0,2,No,,,3,,No,Asphalt,No,"Corner Lot
Curb & Gutter
Fenced: Full
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain","Landscaping: Full
Mature Trees",Mountain(S),Yes,No,1660,"Portable Dishwasher
Microwave",None,0,0,0,1660,Central Air,Yes,No,0,"Carpet
Hardwood
Laminate","Forced Air
Gas: Stove",True,"Dishwasher Built-In
Great Room
Oven: Gas
Range: Gas",,3,Floor: 1st,11,0,No,0,Single Family,Refrigerator,"Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1563,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Brick
Frame",,600,,,,,Res,,,,,"Accessible Doors
Accessible Electrical And Environmental Controls",,,,,,
0,653273,3,0.25,2,0,3012,217,Wellspring,Single-Family Home,2021,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,Rambler/Ranch,Yes,0,No,To Be Built,2,,0.0,Yes,No,"Terrain: Grad Slope
View: Lake
View: Mountain",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Terrain: Grad Slope
View: Lake
View: Mountain",,"Lake
Mountain(S)",Yes,No,1513,,Full,0,0,1,3012,Central Air,Yes,Yes,1,"Carpet
Laminate
Vinyl","Forced Air
Gas: Central",True,"Bath: Master
Closet: Walk-In
Dishwasher Built-In
Great Room
Range/Oven: Free Stdng.",,3,Floor: 1st,10,0,No,0,Single Family,,,0,0,No,"Cash
Conventional
Fha",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Clapboard/Masonite",,,,,,,R1-10,,,,,,,,,,,
0,648273,3,0.23,2,0,3012,215,Wellspring,Single-Family Home,2021,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,Rambler/Ranch,Yes,0,No,To Be Built,2,,0.0,Yes,No,"Terrain: Grad Slope
View: Lake
View: Mountain",0.0X0.0X0.0,0,0,4,No,,,6,,No,Asphalt,No,"Terrain: Grad Slope
View: Lake
View: Mountain",,"Lake
Mountain(S)",Yes,No,1513,,Full,0,0,0,3012,Central Air,Yes,Yes,1,"Carpet
Tile
Vinyl","Forced Air
Gas: Central",True,"Bath: Master
Dishwasher Built-In
Disposal
Range/Oven: Free Stdng.",,3,Floor: 1st,10,0,No,0,Single Family,,,0,0,No,"Cash
Conventional
Fha",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Clapboard/Masonite",,,,,,,R1-10,,,,,,,,,,,
0,693255,3,0.23,2,1,4080,170,Wellspring,Single-Family Home,2021,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,Stories: 2,Yes,0,No,To Be Built,2,,0.0,Yes,No,"Terrain: Grad Slope
View: Lake
View: Mountain",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Terrain: Grad Slope
View: Lake
View: Mountain",,"Lake
Mountain(S)",Yes,No,2644,,Full,0,0,1,4080,Central Air,Yes,Yes,1,"Carpet
Tile
Vinyl","Forced Air
Gas: Central",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Range/Oven: Free Stdng.",,0,Floor: 2nd,12,0,No,0,Single Family,,,0,0,No,"Cash
Conventional
Fha",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Clapboard/Masonite",,,,,,,R1-10,,,,,,,,,,,
0,661879,4,0.24,2,1,4182,158,Wellspring,Single-Family Home,2021,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,Stories: 2,Yes,0,No,To Be Built,2,,0.0,Yes,No,"Terrain: Grad Slope
View: Lake
View: Mountain",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Terrain: Grad Slope
View: Lake
View: Mountain",,"Lake
Mountain(S)",Yes,No,2115,,Full,0,0,1,4182,Central Air,Yes,Yes,1,"Carpet
Tile
Vinyl","Forced Air
Gas: Central",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Dishwasher Built-In
Disposal
Range/Oven: Free Stdng.",,4,Floor: 1st,13,0,No,0,Single Family,,,0,0,No,"Cash
Conventional
Fha",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Clapboard/Masonite",,,,,,,R1-10,,,,,,,,,,,
